application,dependency_id,library,version,dependency_type,cve_id,cvss,severity,patch_available,exploitability,description,fixed_version,affected_version_range
AnalyticsDashboard,DEP-0244,sharp,1.6.2,Transitive,CVE-2024-1099,7.3,HIGH,True,NONE,Use-after-free in connection pool management,5.13.0,"5.8.0,5.10.0"
AnalyticsDashboard,DEP-0245,express,3.4.3,Transitive,CVE-2022-1171,5.5,MEDIUM,False,NONE,Open redirect vulnerability in URL handling,,"4.4.0,1.12.0"
AnalyticsDashboard,DEP-0247,testify,2.9.8,Transitive,CVE-2025-1043,9.9,CRITICAL,True,HIGH,Path traversal allowing arbitrary file read,2.11.0,"2.7.0,2.8.0"
AnalyticsDashboard,DEP-0247,testify,2.9.8,Transitive,CVE-2026-1044,7.7,HIGH,True,MEDIUM,Path traversal allowing arbitrary file read,5.8.0,"5.5.0,5.7.0"
AnalyticsDashboard,DEP-0247,testify,2.9.8,Transitive,CVE-2026-1045,8.0,HIGH,True,LOW,Server-side request forgery (SSRF) via URL parameter,2.10.0,"2.7.0,2.10.0"
AnalyticsDashboard,DEP-0248,webpack,4.4.0,Transitive,CVE-2021-1086,7.1,HIGH,True,MEDIUM,Command injection through unsanitized shell arguments,4.12.0,"4.7.0,4.9.0"
MobileBackend,DEP-0251,zap,4.6.3,Direct,CVE-2021-1014,9.5,CRITICAL,True,LOW,Path traversal allowing arbitrary file read,5.3.0,"5.1.0,5.2.0"
MobileBackend,DEP-0254,pyjwt,2.0.4,Direct,CVE-2024-1153,1.1,LOW,True,LOW,Prototype pollution in object merge utility,5.0.0,"4.3.0,1.12.0"
MobileBackend,DEP-0256,testify,2.11.4,Direct,CVE-2026-1044,7.7,HIGH,True,MEDIUM,Path traversal allowing arbitrary file read,5.8.0,"5.5.0,5.7.0"
MobileBackend,DEP-0259,mux,4.10.1,Direct,CVE-2022-1199,6.5,MEDIUM,True,HIGH,Remote code execution via deserialization of untrusted data,6.0.0,"1.4.0,1.7.0"
MobileBackend,DEP-0263,aws-sdk-go,1.12.1,Direct,CVE-2025-1130,7.1,HIGH,True,MEDIUM,Use-after-free in connection pool management,3.0.0,"3.3.0,2.9.0"
MobileBackend,DEP-0265,resty,1.4.4,Direct,CVE-2022-1129,2.7,LOW,True,LOW,Information disclosure through verbose error messages,2.0.0,"4.2.0,2.11.0"
MobileBackend,DEP-0268,yaml-go,1.5.8,Direct,CVE-2024-1112,7.8,HIGH,True,HIGH,Insecure random number generation for cryptographic operations,2.0.0,"3.4.0,4.8.0"
MobileBackend,DEP-0271,json-iterator,3.5.4,Direct,CVE-2025-1082,3.4,LOW,True,HIGH,Command injection through unsanitized shell arguments,4.3.0,"4.0.0,4.2.0"
MobileBackend,DEP-0271,json-iterator,3.5.4,Direct,CVE-2022-1083,6.5,MEDIUM,False,LOW,Open redirect vulnerability in URL handling,,"3.3.0,3.6.0"
MobileBackend,DEP-0272,numpy,4.3.1,Direct,CVE-2023-1025,5.5,MEDIUM,True,HIGH,Open redirect vulnerability in URL handling,5.6.0,"5.3.0,5.5.0"
MobileBackend,DEP-0272,numpy,4.3.1,Direct,CVE-2022-1148,7.4,HIGH,True,MEDIUM,Buffer overflow in native binding,6.0.0,"3.1.0,3.7.0"
MobileBackend,DEP-0275,aiohttp,2.9.2,Direct,CVE-2024-1063,0.7,LOW,True,MEDIUM,Regular expression denial of service (ReDoS),3.1.0,"3.0.0,3.1.0"
MobileBackend,DEP-0275,aiohttp,2.9.2,Direct,CVE-2022-1064,8.3,HIGH,True,NONE,Denial of service through recursive parsing of nested structures,5.11.0,"5.6.0,5.8.0"
MobileBackend,DEP-0275,aiohttp,2.9.2,Direct,CVE-2022-1108,8.2,HIGH,True,LOW,Privilege escalation through unsafe deserialization,3.0.0,"1.2.0,3.12.0"
MobileBackend,DEP-0275,aiohttp,2.9.2,Direct,CVE-2022-1180,5.6,MEDIUM,True,HIGH,Remote code execution via deserialization of untrusted data,3.0.0,"4.3.0,4.9.0"
MobileBackend,DEP-0277,bcrypt-go,3.1.1,Direct,CVE-2023-1054,6.0,MEDIUM,True,MEDIUM,Server-side request forgery (SSRF) via URL parameter,4.9.0,"4.8.0,4.10.0"
MobileBackend,DEP-0277,bcrypt-go,3.1.1,Direct,CVE-2023-1121,2.5,LOW,True,MEDIUM,Cross-site scripting (XSS) in template rendering engine,5.0.0,"3.3.0,2.12.0"
MobileBackend,DEP-0281,nats,1.3.0,Direct,CVE-2022-1051,4.2,MEDIUM,True,MEDIUM,Insecure random number generation for cryptographic operations,3.8.0,"3.4.0,3.7.0"
MobileBackend,DEP-0286,react-dom,3.6.1,Transitive,CVE-2022-1166,7.2,HIGH,False,HIGH,Buffer overflow in native binding,,"2.5.0,4.7.0"
MobileBackend,DEP-0286,react-dom,3.6.1,Transitive,CVE-2025-1179,8.3,HIGH,True,LOW,Use-after-free in connection pool management,4.0.0,"4.2.0,2.7.0"
MobileBackend,DEP-0286,react-dom,3.6.1,Transitive,CVE-2022-1194,7.1,HIGH,True,MEDIUM,Open redirect vulnerability in URL handling,6.0.0,"3.1.0,4.12.0"
MobileBackend,DEP-0287,paramiko,3.9.1,Transitive,CVE-2023-1127,8.0,HIGH,True,NONE,Denial of service through recursive parsing of nested structures,6.0.0,"4.4.0,4.7.0"
MobileBackend,DEP-0289,nats,1.5.6,Transitive,CVE-2022-1051,4.2,MEDIUM,True,MEDIUM,Insecure random number generation for cryptographic operations,3.8.0,"3.4.0,3.7.0"
MobileBackend,DEP-0290,commons-lang3,2.5.7,Transitive,CVE-2025-1182,6.4,MEDIUM,True,MEDIUM,Server-side request forgery (SSRF) via URL parameter,2.0.0,"1.3.0,3.8.0"
MobileBackend,DEP-0291,jedis,2.7.1,Transitive,CVE-2024-1178,1.0,LOW,True,MEDIUM,Denial of service through recursive parsing of nested structures,5.0.0,"3.5.0,2.10.0"
MobileBackend,DEP-0291,jedis,2.7.1,Transitive,CVE-2025-1195,1.1,LOW,True,LOW,Man-in-the-middle due to improper TLS certificate validation,6.0.0,"1.3.0,3.11.0"
MobileBackend,DEP-0293,inquirer,3.1.8,Transitive,CVE-2022-1032,1.0,LOW,True,MEDIUM,Open redirect vulnerability in URL handling,4.4.0,"4.1.0,4.3.0"
MobileBackend,DEP-0296,bouncycastle-bcprov,3.10.8,Transitive,CVE-2025-1010,4.6,MEDIUM,True,HIGH,Server-side request forgery (SSRF) via URL parameter,4.9.0,"4.5.0,4.8.0"
MobileBackend,DEP-0296,bouncycastle-bcprov,3.10.8,Transitive,CVE-2025-1191,0.6,LOW,True,LOW,Denial of service through recursive parsing of nested structures,4.0.0,"1.4.0,2.9.0"
MobileBackend,DEP-0298,pyjwt,4.5.1,Transitive,CVE-2024-1153,1.1,LOW,True,LOW,Prototype pollution in object merge utility,5.0.0,"4.3.0,1.12.0"
DevToolkit,DEP-0301,pillow,4.7.4,Direct,CVE-2026-1026,6.8,MEDIUM,True,LOW,Man-in-the-middle due to improper TLS certificate validation,5.6.0,"5.5.0,5.7.0"
DevToolkit,DEP-0305,mypy,3.2.5,Direct,CVE-2022-1175,4.7,MEDIUM,True,LOW,Information disclosure through verbose error messages,5.0.0,"4.3.0,2.12.0"
DevToolkit,DEP-0306,certifi,3.2.1,Direct,CVE-2022-1168,1.4,LOW,True,MEDIUM,Information disclosure through verbose error messages,3.0.0,"2.2.0,3.10.0"
DevToolkit,DEP-0308,markupsafe,1.7.1,Direct,CVE-2022-1161,2.6,LOW,True,LOW,Insecure random number generation for cryptographic operations,3.0.0,"3.0.0,2.10.0"
DevToolkit,DEP-0317,paramiko,3.15.7,Direct,CVE-2023-1127,8.0,HIGH,True,NONE,Denial of service through recursive parsing of nested structures,6.0.0,"4.4.0,4.7.0"
DevToolkit,DEP-0324,bandit,5.2.4,Direct,CVE-2023-1065,5.3,MEDIUM,True,NONE,Buffer overflow in native binding,5.3.0,"5.2.0,5.4.0"
DevToolkit,DEP-0328,ansible-core,4.9.9,Direct,CVE-2025-1114,2.6,LOW,True,MEDIUM,Open redirect vulnerability in URL handling,6.0.0,"1.0.0,2.9.0"
DevToolkit,DEP-0328,ansible-core,4.9.9,Direct,CVE-2025-1141,6.3,MEDIUM,False,LOW,Cross-site scripting (XSS) in template rendering engine,,"1.4.0,4.10.0"
DevToolkit,DEP-0329,pip,1.0.3,Direct,CVE-2024-1184,8.6,HIGH,True,LOW,Denial of service through recursive parsing of nested structures,3.0.0,"4.0.0,3.12.0"
DevToolkit,DEP-0330,snakeyaml,2.14.7,Direct,CVE-2024-1013,8.4,HIGH,True,LOW,Open redirect vulnerability in URL handling,4.4.0,"4.2.0,4.3.0"
DevToolkit,DEP-0336,charset-normalizer,1.5.6,Transitive,CVE-2021-1087,7.9,HIGH,True,LOW,XML external entity (XXE) injection in parser,4.1.0,"4.0.0,4.1.0"
DevToolkit,DEP-0338,numpy,1.11.0,Transitive,CVE-2023-1025,5.5,MEDIUM,True,HIGH,Open redirect vulnerability in URL handling,5.6.0,"5.3.0,5.5.0"
DevToolkit,DEP-0338,numpy,1.11.0,Transitive,CVE-2022-1148,7.4,HIGH,True,MEDIUM,Buffer overflow in native binding,6.0.0,"3.1.0,3.7.0"
DevToolkit,DEP-0341,httpx,3.2.1,Transitive,CVE-2021-1095,5.3,MEDIUM,True,MEDIUM,Prototype pollution in object merge utility,5.5.0,"5.2.0,5.4.0"
DevToolkit,DEP-0341,httpx,3.2.1,Transitive,CVE-2025-1096,9.6,CRITICAL,True,NONE,Use-after-free in connection pool management,4.7.0,"4.4.0,4.7.0"
DevToolkit,DEP-0341,httpx,3.2.1,Transitive,CVE-2023-1097,9.7,CRITICAL,True,MEDIUM,Insecure random number generation for cryptographic operations,4.7.0,"4.2.0,4.3.0"
DevToolkit,DEP-0342,bouncycastle-bcprov,3.4.8,Transitive,CVE-2025-1010,4.6,MEDIUM,True,HIGH,Server-side request forgery (SSRF) via URL parameter,4.9.0,"4.5.0,4.8.0"
DevToolkit,DEP-0342,bouncycastle-bcprov,3.4.8,Transitive,CVE-2025-1191,0.6,LOW,True,LOW,Denial of service through recursive parsing of nested structures,4.0.0,"1.4.0,2.9.0"
DevToolkit,DEP-0343,aiohttp,2.2.8,Transitive,CVE-2024-1063,0.7,LOW,True,MEDIUM,Regular expression denial of service (ReDoS),3.1.0,"3.0.0,3.1.0"
DevToolkit,DEP-0343,aiohttp,2.2.8,Transitive,CVE-2022-1064,8.3,HIGH,True,NONE,Denial of service through recursive parsing of nested structures,5.11.0,"5.6.0,5.8.0"
DevToolkit,DEP-0343,aiohttp,2.2.8,Transitive,CVE-2022-1108,8.2,HIGH,True,LOW,Privilege escalation through unsafe deserialization,3.0.0,"1.2.0,3.12.0"
DevToolkit,DEP-0343,aiohttp,2.2.8,Transitive,CVE-2022-1180,5.6,MEDIUM,True,HIGH,Remote code execution via deserialization of untrusted data,3.0.0,"4.3.0,4.9.0"
DevToolkit,DEP-0344,gunicorn,3.0.7,Transitive,CVE-2022-1100,8.5,HIGH,True,MEDIUM,Privilege escalation through unsafe deserialization,4.4.0,"4.0.0,4.3.0"
DevToolkit,DEP-0344,gunicorn,3.0.7,Transitive,CVE-2023-1101,3.8,LOW,True,NONE,Privilege escalation through unsafe deserialization,4.6.0,"4.3.0,4.6.0"
DevToolkit,DEP-0348,pyyaml,4.11.5,Transitive,CVE-2022-1069,9.3,CRITICAL,True,LOW,XML external entity (XXE) injection in parser,5.10.0,"5.5.0,5.7.0"
DevToolkit,DEP-0348,pyyaml,4.11.5,Transitive,CVE-2024-1115,6.0,MEDIUM,True,NONE,Prototype pollution in object merge utility,5.0.0,"2.0.0,4.7.0"
DevToolkit,DEP-0349,black,3.6.2,Transitive,CVE-2023-1053,5.5,MEDIUM,True,NONE,Remote code execution via JNDI lookup in log messages,3.7.0,"3.2.0,3.4.0"
ComplianceEngine,DEP-0357,jedis,1.6.9,Direct,CVE-2024-1178,1.0,LOW,True,MEDIUM,Denial of service through recursive parsing of nested structures,5.0.0,"3.5.0,2.10.0"
ComplianceEngine,DEP-0357,jedis,1.6.9,Direct,CVE-2025-1195,1.1,LOW,True,LOW,Man-in-the-middle due to improper TLS certificate validation,6.0.0,"1.3.0,3.11.0"
ComplianceEngine,DEP-0363,boto3,1.8.8,Direct,CVE-2026-1005,3.6,LOW,True,LOW,Open redirect vulnerability in URL handling,3.13.0,"3.8.0,3.10.0"
ComplianceEngine,DEP-0363,boto3,1.8.8,Direct,CVE-2025-1155,6.2,MEDIUM,True,MEDIUM,Open redirect vulnerability in URL handling,4.0.0,"4.3.0,2.11.0"
ComplianceEngine,DEP-0366,bouncycastle-bcprov,2.8.6,Direct,CVE-2025-1010,4.6,MEDIUM,True,HIGH,Server-side request forgery (SSRF) via URL parameter,4.9.0,"4.5.0,4.8.0"
ComplianceEngine,DEP-0366,bouncycastle-bcprov,2.8.6,Direct,CVE-2025-1191,0.6,LOW,True,LOW,Denial of service through recursive parsing of nested structures,4.0.0,"1.4.0,2.9.0"
ComplianceEngine,DEP-0367,log4j-api,4.8.3,Direct,CVE-2022-1041,6.3,MEDIUM,False,MEDIUM,Path traversal allowing arbitrary file read,,"4.7.0,4.10.0"
ComplianceEngine,DEP-0370,netty-handler,3.6.1,Direct,CVE-2024-1079,4.2,MEDIUM,True,LOW,Open redirect vulnerability in URL handling,5.3.0,"5.2.0,5.5.0"
ComplianceEngine,DEP-0370,netty-handler,3.6.1,Direct,CVE-2025-1151,1.1,LOW,True,LOW,Open redirect vulnerability in URL handling,6.0.0,"1.0.0,2.12.0"
ComplianceEngine,DEP-0375,commons-io,4.0.9,Direct,CVE-2025-1072,8.6,HIGH,True,MEDIUM,Remote code execution via JNDI lookup in log messages,4.3.0,"4.1.0,4.2.0"
ComplianceEngine,DEP-0375,commons-io,4.0.9,Direct,CVE-2021-1073,7.7,HIGH,True,NONE,Server-side request forgery (SSRF) via URL parameter,5.11.0,"5.6.0,5.7.0"
ComplianceEngine,DEP-0376,graphql,1.12.5,Direct,CVE-2025-1158,0.7,LOW,True,HIGH,Insecure random number generation for cryptographic operations,5.0.0,"3.2.0,3.12.0"
ComplianceEngine,DEP-0377,jackson-databind,4.2.1,Direct,CVE-2024-1117,5.6,MEDIUM,True,LOW,Integer overflow leading to heap corruption,5.0.0,"3.3.0,4.10.0"
ComplianceEngine,DEP-0383,hibernate-validator,2.7.7,Direct,CVE-2024-1060,9.7,CRITICAL,True,MEDIUM,Server-side request forgery (SSRF) via URL parameter,2.8.0,"2.7.0,2.10.0"
ComplianceEngine,DEP-0383,hibernate-validator,2.7.7,Direct,CVE-2021-1062,1.3,LOW,True,LOW,Buffer overflow in native binding,4.9.0,"4.8.0,4.9.0"
ComplianceEngine,DEP-0384,jackson-annotations,3.0.1,Direct,CVE-2023-1017,8.0,HIGH,True,HIGH,Denial of service through recursive parsing of nested structures,5.5.0,"5.0.0,5.3.0"
ComplianceEngine,DEP-0384,jackson-annotations,3.0.1,Direct,CVE-2021-1018,0.9,LOW,True,NONE,SQL injection through improperly sanitized user input,3.6.0,"3.3.0,3.5.0"
ComplianceEngine,DEP-0384,jackson-annotations,3.0.1,Direct,CVE-2026-1019,6.2,MEDIUM,True,LOW,Server-side request forgery (SSRF) via URL parameter,3.6.0,"3.2.0,3.4.0"
ComplianceEngine,DEP-0384,jackson-annotations,3.0.1,Direct,CVE-2025-1147,4.7,MEDIUM,True,MEDIUM,Path traversal allowing arbitrary file read,2.0.0,"4.4.0,1.7.0"
ComplianceEngine,DEP-0387,setuptools,1.1.2,Transitive,CVE-2024-1169,6.3,MEDIUM,True,LOW,Open redirect vulnerability in URL handling,3.0.0,"4.2.0,1.10.0"
ComplianceEngine,DEP-0391,opentelemetry-api,1.2.8,Transitive,CVE-2024-1042,8.2,HIGH,True,MEDIUM,Use-after-free in connection pool management,3.6.0,"3.2.0,3.4.0"
ComplianceEngine,DEP-0392,numpy,3.11.5,Transitive,CVE-2023-1025,5.5,MEDIUM,True,HIGH,Open redirect vulnerability in URL handling,5.6.0,"5.3.0,5.5.0"
ComplianceEngine,DEP-0392,numpy,3.11.5,Transitive,CVE-2022-1148,7.4,HIGH,True,MEDIUM,Buffer overflow in native binding,6.0.0,"3.1.0,3.7.0"
ComplianceEngine,DEP-0393,caffeine,1.3.3,Transitive,CVE-2026-1084,1.3,LOW,True,LOW,Insecure random number generation for cryptographic operations,3.6.0,"3.5.0,3.6.0"
ComplianceEngine,DEP-0393,caffeine,1.3.3,Transitive,CVE-2022-1085,5.5,MEDIUM,True,MEDIUM,Integer overflow leading to heap corruption,4.7.0,"4.5.0,4.8.0"
ComplianceEngine,DEP-0393,caffeine,1.3.3,Transitive,CVE-2024-1185,2.3,LOW,True,MEDIUM,XML external entity (XXE) injection in parser,2.0.0,"4.3.0,4.6.0"
ComplianceEngine,DEP-0394,httpcore,2.5.4,Transitive,CVE-2023-1122,5.8,MEDIUM,True,LOW,Server-side request forgery (SSRF) via URL parameter,4.0.0,"3.3.0,2.12.0"
ComplianceEngine,DEP-0394,httpcore,2.5.4,Transitive,CVE-2023-1149,6.8,MEDIUM,True,MEDIUM,Information disclosure through verbose error messages,3.0.0,"3.5.0,4.9.0"
ComplianceEngine,DEP-0398,aws-sdk-sqs,2.1.1,Transitive,CVE-2022-1107,5.6,MEDIUM,True,NONE,XML external entity (XXE) injection in parser,5.0.0,"1.3.0,4.6.0"
ComplianceEngine,DEP-0398,aws-sdk-sqs,2.1.1,Transitive,CVE-2025-1111,4.8,MEDIUM,True,MEDIUM,Cross-site scripting (XSS) in template rendering engine,4.0.0,"4.4.0,2.10.0"
ComplianceEngine,DEP-0398,aws-sdk-sqs,2.1.1,Transitive,CVE-2024-1137,3.8,LOW,True,LOW,Prototype pollution in object merge utility,3.0.0,"4.1.0,4.8.0"
ComplianceEngine,DEP-0398,aws-sdk-sqs,2.1.1,Transitive,CVE-2022-1156,6.4,MEDIUM,True,HIGH,Command injection through unsanitized shell arguments,3.0.0,"2.5.0,2.6.0"
ComplianceEngine,DEP-0399,disruptor,2.11.2,Transitive,CVE-2024-1174,7.4,HIGH,True,LOW,Server-side request forgery (SSRF) via URL parameter,2.0.0,"4.2.0,1.8.0"
ComplianceEngine,DEP-0400,netty-all,3.5.6,Transitive,CVE-2024-1163,6.8,MEDIUM,True,NONE,Man-in-the-middle due to improper TLS certificate validation,6.0.0,"4.3.0,2.8.0"
NotificationService,DEP-0401,react-dom,1.10.9,Direct,CVE-2025-1179,8.3,HIGH,True,LOW,Use-after-free in connection pool management,4.0.0,"4.2.0,2.7.0"
NotificationService,DEP-0401,react-dom,1.10.9,Direct,CVE-2022-1194,7.1,HIGH,True,MEDIUM,Open redirect vulnerability in URL handling,6.0.0,"3.1.0,4.12.0"
NotificationService,DEP-0407,ansible-core,2.8.10,Direct,CVE-2025-1114,2.6,LOW,True,MEDIUM,Open redirect vulnerability in URL handling,6.0.0,"1.0.0,2.9.0"
NotificationService,DEP-0407,ansible-core,2.8.10,Direct,CVE-2025-1141,6.3,MEDIUM,False,LOW,Cross-site scripting (XSS) in template rendering engine,,"1.4.0,4.10.0"
NotificationService,DEP-0407,ansible-core,2.8.10,Direct,CVE-2022-1157,5.4,MEDIUM,True,LOW,Buffer overflow in native binding,4.0.0,"4.0.0,1.10.0"
NotificationService,DEP-0408,sharp,1.14.0,Direct,CVE-2022-1098,6.0,MEDIUM,True,MEDIUM,Authentication bypass via timing attack on token comparison,4.11.0,"4.8.0,4.10.0"
NotificationService,DEP-0408,sharp,1.14.0,Direct,CVE-2024-1099,7.3,HIGH,True,NONE,Use-after-free in connection pool management,5.13.0,"5.8.0,5.10.0"
NotificationService,DEP-0410,winston,2.2.10,Direct,CVE-2023-1150,3.6,LOW,True,MEDIUM,Prototype pollution in object merge utility,3.0.0,"4.4.0,2.9.0"
NotificationService,DEP-0411,babel-core,5.0.0,Direct,CVE-2025-1106,9.8,CRITICAL,True,MEDIUM,Integer overflow leading to heap corruption,6.0.0,"2.2.0,4.6.0"
NotificationService,DEP-0412,chalk,3.6.10,Direct,CVE-2022-1170,1.2,LOW,True,MEDIUM,Denial of service through recursive parsing of nested structures,4.0.0,"4.5.0,4.7.0"
NotificationService,DEP-0421,sequelize,2.12.8,Direct,CVE-2025-1125,7.2,HIGH,True,LOW,Authentication bypass via timing attack on token comparison,2.0.0,"4.2.0,1.9.0"
NotificationService,DEP-0421,sequelize,2.12.8,Direct,CVE-2023-1167,9.4,CRITICAL,True,MEDIUM,Server-side request forgery (SSRF) via URL parameter,6.0.0,"2.5.0,4.10.0"
NotificationService,DEP-0423,chai,2.7.6,Direct,CVE-2024-1090,1.6,LOW,True,HIGH,Server-side request forgery (SSRF) via URL parameter,3.7.0,"3.5.0,3.6.0"
NotificationService,DEP-0423,chai,2.7.6,Direct,CVE-2024-1165,2.2,LOW,True,HIGH,Use-after-free in connection pool management,6.0.0,"1.0.0,1.8.0"
NotificationService,DEP-0424,graphql,1.11.6,Direct,CVE-2025-1158,0.7,LOW,True,HIGH,Insecure random number generation for cryptographic operations,5.0.0,"3.2.0,3.12.0"
NotificationService,DEP-0425,commander,3.12.7,Direct,CVE-2024-1126,9.5,CRITICAL,True,LOW,Prototype pollution in object merge utility,4.0.0,"1.1.0,1.9.0"
NotificationService,DEP-0427,django,3.15.10,Direct,CVE-2022-1033,5.2,MEDIUM,True,MEDIUM,Integer overflow leading to heap corruption,4.7.0,"4.6.0,4.8.0"
NotificationService,DEP-0428,multer,2.8.9,Direct,CVE-2022-1120,4.4,MEDIUM,True,HIGH,Integer overflow leading to heap corruption,2.0.0,"3.4.0,1.12.0"
NotificationService,DEP-0436,node-fetch,4.11.2,Transitive,CVE-2023-1119,8.8,HIGH,True,MEDIUM,Buffer overflow in native binding,6.0.0,"3.0.0,3.7.0"
NotificationService,DEP-0436,node-fetch,4.11.2,Transitive,CVE-2023-1173,5.7,MEDIUM,True,NONE,Cross-site scripting (XSS) in template rendering engine,5.0.0,"1.3.0,1.8.0"
NotificationService,DEP-0439,react,2.9.7,Transitive,CVE-2022-1058,3.7,LOW,True,LOW,Integer overflow leading to heap corruption,5.5.0,"5.4.0,5.6.0"
NotificationService,DEP-0444,dotenv,3.3.4,Transitive,CVE-2023-1109,1.2,LOW,True,MEDIUM,Open redirect vulnerability in URL handling,6.0.0,"2.0.0,3.8.0"
NotificationService,DEP-0444,dotenv,3.3.4,Transitive,CVE-2024-1139,1.1,LOW,True,HIGH,Server-side request forgery (SSRF) via URL parameter,3.0.0,"1.2.0,3.11.0"
NotificationService,DEP-0444,dotenv,3.3.4,Transitive,CVE-2023-1152,3.7,LOW,False,LOW,Authentication bypass via timing attack on token comparison,,"1.5.0,4.7.0"
NotificationService,DEP-0445,nodemon,4.1.5,Transitive,CVE-2023-1132,3.8,LOW,False,MEDIUM,Open redirect vulnerability in URL handling,,"2.5.0,4.8.0"
NotificationService,DEP-0449,bcrypt,2.6.6,Transitive,CVE-2024-1138,4.9,MEDIUM,True,LOW,Information disclosure through verbose error messages,5.0.0,"4.3.0,3.6.0"
NotificationService,DEP-0450,nats,2.1.6,Transitive,CVE-2022-1051,4.2,MEDIUM,True,MEDIUM,Insecure random number generation for cryptographic operations,3.8.0,"3.4.0,3.7.0"
VendorGateway,DEP-0458,mockito-core,2.6.10,Direct,CVE-2023-1188,4.6,MEDIUM,True,MEDIUM,Regular expression denial of service (ReDoS),4.0.0,"3.1.0,3.6.0"
VendorGateway,DEP-0459,setuptools,1.9.10,Direct,CVE-2024-1169,6.3,MEDIUM,True,LOW,Open redirect vulnerability in URL handling,3.0.0,"4.2.0,1.10.0"
VendorGateway,DEP-0460,graphql,2.1.3,Direct,CVE-2025-1158,0.7,LOW,True,HIGH,Insecure random number generation for cryptographic operations,5.0.0,"3.2.0,3.12.0"
VendorGateway,DEP-0462,jackson-annotations,3.5.6,Direct,CVE-2023-1017,8.0,HIGH,True,HIGH,Denial of service through recursive parsing of nested structures,5.5.0,"5.0.0,5.3.0"
VendorGateway,DEP-0462,jackson-annotations,3.5.6,Direct,CVE-2021-1018,0.9,LOW,True,NONE,SQL injection through improperly sanitized user input,3.6.0,"3.3.0,3.5.0"
VendorGateway,DEP-0462,jackson-annotations,3.5.6,Direct,CVE-2026-1019,6.2,MEDIUM,True,LOW,Server-side request forgery (SSRF) via URL parameter,3.6.0,"3.2.0,3.4.0"
VendorGateway,DEP-0462,jackson-annotations,3.5.6,Direct,CVE-2025-1147,4.7,MEDIUM,True,MEDIUM,Path traversal allowing arbitrary file read,2.0.0,"4.4.0,1.7.0"
VendorGateway,DEP-0465,aws-sdk-go,1.5.5,Direct,CVE-2025-1130,7.1,HIGH,True,MEDIUM,Use-after-free in connection pool management,3.0.0,"3.3.0,2.9.0"
VendorGateway,DEP-0467,gin,3.2.4,Direct,CVE-2023-1159,2.6,LOW,False,MEDIUM,Remote code execution via JNDI lookup in log messages,,"1.0.0,4.9.0"
VendorGateway,DEP-0468,caffeine,4.0.9,Direct,CVE-2022-1085,5.5,MEDIUM,True,MEDIUM,Integer overflow leading to heap corruption,4.7.0,"4.5.0,4.8.0"
VendorGateway,DEP-0471,grpc-go,2.9.10,Direct,CVE-2021-1055,4.5,MEDIUM,True,HIGH,Buffer overflow in native binding,4.8.0,"4.7.0,4.10.0"
VendorGateway,DEP-0471,grpc-go,2.9.10,Direct,CVE-2026-1056,6.3,MEDIUM,True,MEDIUM,Server-side request forgery (SSRF) via URL parameter,3.9.0,"3.8.0,3.9.0"
VendorGateway,DEP-0471,grpc-go,2.9.10,Direct,CVE-2021-1057,4.8,MEDIUM,True,HIGH,Authentication bypass via timing attack on token comparison,4.11.0,"4.7.0,4.10.0"
VendorGateway,DEP-0472,cobra,3.5.6,Direct,CVE-2025-1164,9.6,CRITICAL,True,HIGH,Remote code execution via deserialization of untrusted data,4.0.0,"2.5.0,4.8.0"
VendorGateway,DEP-0475,zap,2.12.6,Direct,CVE-2021-1014,9.5,CRITICAL,True,LOW,Path traversal allowing arbitrary file read,5.3.0,"5.1.0,5.2.0"
VendorGateway,DEP-0476,yaml-go,1.4.2,Direct,CVE-2024-1112,7.8,HIGH,True,HIGH,Insecure random number generation for cryptographic operations,2.0.0,"3.4.0,4.8.0"
VendorGateway,DEP-0480,bcrypt-go,4.15.0,Direct,CVE-2023-1121,2.5,LOW,True,MEDIUM,Cross-site scripting (XSS) in template rendering engine,5.0.0,"3.3.0,2.12.0"
VendorGateway,DEP-0481,json-iterator,2.9.7,Direct,CVE-2025-1082,3.4,LOW,True,HIGH,Command injection through unsanitized shell arguments,4.3.0,"4.0.0,4.2.0"
VendorGateway,DEP-0482,gorm,2.10.5,Direct,CVE-2024-1193,1.2,LOW,True,LOW,Path traversal allowing arbitrary file read,2.0.0,"2.5.0,4.8.0"
VendorGateway,DEP-0483,go-jwt,1.6.3,Direct,CVE-2025-1145,6.7,MEDIUM,True,NONE,Insecure random number generation for cryptographic operations,3.0.0,"2.5.0,3.6.0"
VendorGateway,DEP-0484,mux,5.11.5,Direct,CVE-2022-1199,6.5,MEDIUM,True,HIGH,Remote code execution via deserialization of untrusted data,6.0.0,"1.4.0,1.7.0"
VendorGateway,DEP-0486,chalk,1.12.8,Transitive,CVE-2022-1170,1.2,LOW,True,MEDIUM,Denial of service through recursive parsing of nested structures,4.0.0,"4.5.0,4.7.0"
VendorGateway,DEP-0488,hibernate-validator,2.4.0,Transitive,CVE-2024-1060,9.7,CRITICAL,True,MEDIUM,Server-side request forgery (SSRF) via URL parameter,2.8.0,"2.7.0,2.10.0"
VendorGateway,DEP-0488,hibernate-validator,2.4.0,Transitive,CVE-2021-1062,1.3,LOW,True,LOW,Buffer overflow in native binding,4.9.0,"4.8.0,4.9.0"
