application,dependency_id,library,version,dependency_type,cve_id,cvss,severity,patch_available,exploitability,description,fixed_version,affected_version_range
Inventory Service,APP004_T04,Tomcat,2.17.1,Transitive,CVE-2025-1188,4.4,Medium,True,Medium,Synthetic record,latest,2.17.1
Inventory Service,APP004_T05,OkHttp,3.2.1,Transitive,CVE-2025-1020,4.7,Medium,False,Medium,Synthetic record,latest,3.2.1
Inventory Service,APP004_T05,OkHttp,3.2.1,Transitive,CVE-2025-1058,4.8,Medium,False,Medium,Synthetic record,latest,3.2.1
Inventory Service,APP004_T06,Jackson,1.0.0,Transitive,CVE-2025-1178,8.7,Medium,True,Medium,Synthetic record,latest,1.0.0
Inventory Service,APP004_T08,Guava,1.5.0,Transitive,CVE-2025-1067,5.3,Medium,False,Medium,Synthetic record,latest,1.5.0
Inventory Service,APP004_T08,Guava,1.5.0,Transitive,CVE-2025-1071,6.0,Medium,False,Medium,Synthetic record,latest,1.5.0
Inventory Service,APP004_T08,Guava,1.5.0,Transitive,CVE-2025-1103,9.7,Medium,True,Medium,Synthetic record,latest,1.5.0
Inventory Service,APP004_T09,Guava,2.0.0,Transitive,CVE-2025-1155,3.0,Medium,True,Medium,Synthetic record,latest,2.0.0
Inventory Service,APP004_T10,Jackson,1.5.0,Transitive,CVE-2025-1005,5.7,Medium,True,Medium,Synthetic record,latest,1.5.0
Inventory Service,APP004_T10,Jackson,1.5.0,Transitive,CVE-2025-1130,8.7,Medium,True,Medium,Synthetic record,latest,1.5.0
Inventory Service,APP004_T10,Jackson,1.5.0,Transitive,CVE-2025-1199,5.5,Medium,True,Medium,Synthetic record,latest,1.5.0
Inventory Service,APP004_T11,Jackson,2.17.1,Transitive,CVE-2025-1119,5.8,Medium,False,Medium,Synthetic record,latest,2.17.1
Inventory Service,APP004_T12,Lodash,1.5.0,Transitive,CVE-2025-1060,7.2,Medium,True,Medium,Synthetic record,latest,1.5.0
Inventory Service,APP004_T12,Lodash,1.5.0,Transitive,CVE-2025-1076,7.2,Medium,False,Medium,Synthetic record,latest,1.5.0
Inventory Service,APP004_T12,Lodash,1.5.0,Transitive,CVE-2025-1185,4.7,Medium,False,Medium,Synthetic record,latest,1.5.0
Inventory Service,APP004_T12,Lodash,1.5.0,Transitive,CVE-2025-1195,3.5,Medium,False,Medium,Synthetic record,latest,1.5.0
Inventory Service,APP004_T13,Jackson,3.2.1,Transitive,CVE-2025-1179,5.3,Medium,False,Medium,Synthetic record,latest,3.2.1
Inventory Service,APP004_T14,Gson,3.0.0,Transitive,CVE-2025-1079,9.3,Medium,False,Medium,Synthetic record,latest,3.0.0
Inventory Service,APP004_T14,Gson,3.0.0,Transitive,CVE-2025-1134,9.6,Medium,True,Medium,Synthetic record,latest,3.0.0
Inventory Service,APP004_T16,SnakeYAML,1.5.0,Transitive,CVE-2025-1173,7.1,Medium,False,Medium,Synthetic record,latest,1.5.0
Inventory Service,APP004_T18,Tomcat,1.0.0,Transitive,CVE-2025-1048,9.5,Medium,True,Medium,Synthetic record,latest,1.0.0
Inventory Service,APP004_T22,Lodash,1.5.0,Transitive,CVE-2025-1060,7.2,Medium,True,Medium,Synthetic record,latest,1.5.0
Inventory Service,APP004_T22,Lodash,1.5.0,Transitive,CVE-2025-1076,7.2,Medium,False,Medium,Synthetic record,latest,1.5.0
Inventory Service,APP004_T22,Lodash,1.5.0,Transitive,CVE-2025-1185,4.7,Medium,False,Medium,Synthetic record,latest,1.5.0
Inventory Service,APP004_T22,Lodash,1.5.0,Transitive,CVE-2025-1195,3.5,Medium,False,Medium,Synthetic record,latest,1.5.0
Inventory Service,APP004_T23,OpenSSL,2.0.0,Transitive,CVE-2025-1077,4.1,Medium,True,Medium,Synthetic record,latest,2.0.0
Inventory Service,APP004_T24,Log4j,3.0.0,Transitive,CVE-2025-1084,7.0,Medium,False,Medium,Synthetic record,latest,3.0.0
Inventory Service,APP004_T25,Gson,1.0.0,Transitive,CVE-2025-1055,4.4,Medium,False,Medium,Synthetic record,latest,1.0.0
Inventory Service,APP004_T25,Gson,1.0.0,Transitive,CVE-2025-1109,3.8,Medium,True,Medium,Synthetic record,latest,1.0.0
Inventory Service,APP004_T26,OpenSSL,2.17.1,Transitive,CVE-2025-1151,8.4,Medium,True,Medium,Synthetic record,latest,2.17.1
Inventory Service,APP004_T26,OpenSSL,2.17.1,Transitive,CVE-2025-1157,3.4,Medium,False,Medium,Synthetic record,latest,2.17.1
Inventory Service,APP004_T27,Guava,2.14.1,Transitive,CVE-2025-1052,6.3,Medium,False,Medium,Synthetic record,latest,2.14.1
Inventory Service,APP004_T27,Guava,2.14.1,Transitive,CVE-2025-1175,3.2,Medium,True,Medium,Synthetic record,latest,2.14.1
Inventory Service,APP004_T28,Jackson,3.2.1,Transitive,CVE-2025-1179,5.3,Medium,False,Medium,Synthetic record,latest,3.2.1
Inventory Service,APP004_T29,OkHttp,2.0.0,Transitive,CVE-2025-1094,6.1,Medium,False,Medium,Synthetic record,latest,2.0.0
Inventory Service,APP004_T29,OkHttp,2.0.0,Transitive,CVE-2025-1114,3.6,Medium,True,Medium,Synthetic record,latest,2.0.0
Inventory Service,APP004_T29,OkHttp,2.0.0,Transitive,CVE-2025-1135,3.3,Medium,True,Medium,Synthetic record,latest,2.0.0
Inventory Service,APP004_T31,Gson,1.5.0,Transitive,CVE-2025-1085,6.6,Medium,True,Medium,Synthetic record,latest,1.5.0
Inventory Service,APP004_T31,Gson,1.5.0,Transitive,CVE-2025-1095,7.8,Medium,False,Medium,Synthetic record,latest,1.5.0
Inventory Service,APP004_T32,Gson,1.5.0,Transitive,CVE-2025-1085,6.6,Medium,True,Medium,Synthetic record,latest,1.5.0
Inventory Service,APP004_T32,Gson,1.5.0,Transitive,CVE-2025-1095,7.8,Medium,False,Medium,Synthetic record,latest,1.5.0
Inventory Service,APP004_T35,Guava,2.14.1,Transitive,CVE-2025-1052,6.3,Medium,False,Medium,Synthetic record,latest,2.14.1
Inventory Service,APP004_T35,Guava,2.14.1,Transitive,CVE-2025-1175,3.2,Medium,True,Medium,Synthetic record,latest,2.14.1
Inventory Service,APP004_T36,Commons IO,1.5.0,Transitive,CVE-2025-1113,6.6,Medium,False,Medium,Synthetic record,latest,1.5.0
Inventory Service,APP004_T37,Jackson,2.17.1,Transitive,CVE-2025-1119,5.8,Medium,False,Medium,Synthetic record,latest,2.17.1
Inventory Service,APP004_T38,Lodash,3.2.1,Transitive,CVE-2025-1190,4.9,Medium,True,Medium,Synthetic record,latest,3.2.1
Inventory Service,APP004_T39,Gson,1.0.0,Transitive,CVE-2025-1055,4.4,Medium,False,Medium,Synthetic record,latest,1.0.0
Inventory Service,APP004_T39,Gson,1.0.0,Transitive,CVE-2025-1109,3.8,Medium,True,Medium,Synthetic record,latest,1.0.0
Inventory Service,APP004_T40,Axios,2.0.0,Transitive,CVE-2025-1051,6.2,Medium,True,Medium,Synthetic record,latest,2.0.0
Finance API,APP005_D04,FastAPI,2.17.1,Direct,CVE-2025-1016,7.8,Medium,True,Medium,Synthetic record,latest,2.17.1
Finance API,APP005_D05,Kafka Client,1.0.0,Direct,CVE-2025-1083,9.2,Medium,False,Medium,Synthetic record,latest,1.0.0
Finance API,APP005_D07,MySQL Connector,3.2.1,Direct,CVE-2025-1080,8.9,Medium,True,Medium,Synthetic record,latest,3.2.1
Finance API,APP005_D08,Redis Client,3.2.1,Direct,CVE-2025-1061,5.7,Medium,True,Medium,Synthetic record,latest,3.2.1
Finance API,APP005_D09,Netty,1.5.0,Direct,CVE-2025-1081,5.0,Medium,True,Medium,Synthetic record,latest,1.5.0
Finance API,APP005_T01,Jackson,2.14.1,Transitive,CVE-2025-1105,4.3,Medium,False,Medium,Synthetic record,latest,2.14.1
Finance API,APP005_T02,Jackson,2.17.1,Transitive,CVE-2025-1119,5.8,Medium,False,Medium,Synthetic record,latest,2.17.1
Finance API,APP005_T03,Lodash,2.14.1,Transitive,CVE-2025-1045,3.4,Medium,True,Medium,Synthetic record,latest,2.14.1
Finance API,APP005_T06,Commons IO,3.0.0,Transitive,CVE-2025-1193,4.6,Medium,False,Medium,Synthetic record,latest,3.0.0
Finance API,APP005_T07,JUnit5,1.5.0,Transitive,CVE-2025-1074,4.2,Medium,True,Medium,Synthetic record,latest,1.5.0
Finance API,APP005_T07,JUnit5,1.5.0,Transitive,CVE-2025-1177,5.8,Medium,False,Medium,Synthetic record,latest,1.5.0
Finance API,APP005_T09,SLF4J,3.2.1,Transitive,CVE-2025-1112,9.2,Medium,False,Medium,Synthetic record,latest,3.2.1
Finance API,APP005_T11,Jackson,2.14.1,Transitive,CVE-2025-1105,4.3,Medium,False,Medium,Synthetic record,latest,2.14.1
Finance API,APP005_T12,Commons IO,2.14.1,Transitive,CVE-2025-1044,5.7,Medium,False,Medium,Synthetic record,latest,2.14.1
Finance API,APP005_T13,SnakeYAML,1.5.0,Transitive,CVE-2025-1173,7.1,Medium,False,Medium,Synthetic record,latest,1.5.0
Finance API,APP005_T15,SLF4J,1.0.0,Transitive,CVE-2025-1097,5.7,Medium,False,Medium,Synthetic record,latest,1.0.0
Finance API,APP005_T15,SLF4J,1.0.0,Transitive,CVE-2025-1187,8.5,Medium,False,Medium,Synthetic record,latest,1.0.0
Finance API,APP005_T16,Jetty,3.2.1,Transitive,CVE-2025-1027,6.1,Medium,True,Medium,Synthetic record,latest,3.2.1
Finance API,APP005_T17,Lodash,1.0.0,Transitive,CVE-2025-1154,7.3,Medium,True,Medium,Synthetic record,latest,1.0.0
Finance API,APP005_T18,JUnit5,2.0.0,Transitive,CVE-2025-1054,6.3,Medium,True,Medium,Synthetic record,latest,2.0.0
Finance API,APP005_T20,Jetty,3.2.1,Transitive,CVE-2025-1027,6.1,Medium,True,Medium,Synthetic record,latest,3.2.1
Finance API,APP005_T21,OkHttp,2.0.0,Transitive,CVE-2025-1094,6.1,Medium,False,Medium,Synthetic record,latest,2.0.0
Finance API,APP005_T21,OkHttp,2.0.0,Transitive,CVE-2025-1114,3.6,Medium,True,Medium,Synthetic record,latest,2.0.0
Finance API,APP005_T21,OkHttp,2.0.0,Transitive,CVE-2025-1135,3.3,Medium,True,Medium,Synthetic record,latest,2.0.0
Finance API,APP005_T22,Gson,2.0.0,Transitive,CVE-2025-1129,7.7,Medium,True,Medium,Synthetic record,latest,2.0.0
Finance API,APP005_T24,Lodash,2.0.0,Transitive,CVE-2025-1069,8.4,Medium,True,Medium,Synthetic record,latest,2.0.0
Finance API,APP005_T26,Jackson,1.0.0,Transitive,CVE-2025-1178,8.7,Medium,True,Medium,Synthetic record,latest,1.0.0
Finance API,APP005_T27,Tomcat,2.14.1,Transitive,CVE-2025-1107,6.0,Medium,True,Medium,Synthetic record,latest,2.14.1
Finance API,APP005_T28,Tomcat,3.2.1,Transitive,CVE-2025-1014,7.6,Medium,True,Medium,Synthetic record,latest,3.2.1
Finance API,APP005_T29,OkHttp,3.2.1,Transitive,CVE-2025-1020,4.7,Medium,False,Medium,Synthetic record,latest,3.2.1
Finance API,APP005_T29,OkHttp,3.2.1,Transitive,CVE-2025-1058,4.8,Medium,False,Medium,Synthetic record,latest,3.2.1
Finance API,APP005_T30,JUnit5,1.5.0,Transitive,CVE-2025-1074,4.2,Medium,True,Medium,Synthetic record,latest,1.5.0
Finance API,APP005_T30,JUnit5,1.5.0,Transitive,CVE-2025-1177,5.8,Medium,False,Medium,Synthetic record,latest,1.5.0
Finance API,APP005_T31,Tomcat,2.14.1,Transitive,CVE-2025-1107,6.0,Medium,True,Medium,Synthetic record,latest,2.14.1
Finance API,APP005_T32,SnakeYAML,1.5.0,Transitive,CVE-2025-1173,7.1,Medium,False,Medium,Synthetic record,latest,1.5.0
Finance API,APP005_T33,Gson,2.0.0,Transitive,CVE-2025-1129,7.7,Medium,True,Medium,Synthetic record,latest,2.0.0
Finance API,APP005_T36,Jackson,3.0.0,Transitive,CVE-2025-1026,5.4,Medium,False,Medium,Synthetic record,latest,3.0.0
Finance API,APP005_T36,Jackson,3.0.0,Transitive,CVE-2025-1089,6.5,Medium,False,Medium,Synthetic record,latest,3.0.0
Finance API,APP005_T39,SnakeYAML,1.0.0,Transitive,CVE-2024-3001,8.8,High,True,High,Known vulnerability in SnakeYAML,2.0.0,1.0.0
Finance API,APP005_T39,SnakeYAML,1.0.0,Transitive,CVE-2025-1066,4.5,Medium,True,Medium,Synthetic record,latest,1.0.0
Identity Service,APP006_D01,Spring Boot,3.2.1,Direct,CVE-2025-1063,4.9,Medium,False,Medium,Synthetic record,latest,3.2.1
Identity Service,APP006_D02,React,1.0.0,Direct,CVE-2025-1008,5.9,Medium,True,Medium,Synthetic record,latest,1.0.0
Identity Service,APP006_D02,React,1.0.0,Direct,CVE-2025-1125,3.1,Medium,True,Medium,Synthetic record,latest,1.0.0
Identity Service,APP006_D03,Express,1.0.0,Direct,CVE-2025-1152,3.3,Medium,False,Medium,Synthetic record,latest,1.0.0
Identity Service,APP006_D04,FastAPI,3.0.0,Direct,CVE-2025-1127,8.6,Medium,False,Medium,Synthetic record,latest,3.0.0
Identity Service,APP006_D04,FastAPI,3.0.0,Direct,CVE-2025-1174,5.5,Medium,False,Medium,Synthetic record,latest,3.0.0
Identity Service,APP006_D07,MySQL Connector,2.14.1,Direct,CVE-2025-1046,4.1,Medium,False,Medium,Synthetic record,latest,2.14.1
Identity Service,APP006_D08,Redis Client,3.2.1,Direct,CVE-2025-1061,5.7,Medium,True,Medium,Synthetic record,latest,3.2.1
Identity Service,APP006_D09,Netty,3.2.1,Direct,CVE-2025-1118,3.8,Medium,True,Medium,Synthetic record,latest,3.2.1
Identity Service,APP006_D09,Netty,3.2.1,Direct,CVE-2025-1142,3.6,Medium,False,Medium,Synthetic record,latest,3.2.1
Identity Service,APP006_D09,Netty,3.2.1,Direct,CVE-2025-1158,3.5,Medium,False,Medium,Synthetic record,latest,3.2.1
Identity Service,APP006_D10,Hibernate,3.0.0,Direct,CVE-2025-1030,5.6,Medium,False,Medium,Synthetic record,latest,3.0.0
Identity Service,APP006_D10,Hibernate,3.0.0,Direct,CVE-2025-1144,4.6,Medium,True,Medium,Synthetic record,latest,3.0.0
Identity Service,APP006_D10,Hibernate,3.0.0,Direct,CVE-2025-1167,6.5,Medium,False,Medium,Synthetic record,latest,3.0.0
Identity Service,APP006_T02,JUnit5,2.0.0,Transitive,CVE-2025-1054,6.3,Medium,True,Medium,Synthetic record,latest,2.0.0
Identity Service,APP006_T03,OkHttp,2.0.0,Transitive,CVE-2025-1094,6.1,Medium,False,Medium,Synthetic record,latest,2.0.0
Identity Service,APP006_T03,OkHttp,2.0.0,Transitive,CVE-2025-1114,3.6,Medium,True,Medium,Synthetic record,latest,2.0.0
Identity Service,APP006_T03,OkHttp,2.0.0,Transitive,CVE-2025-1135,3.3,Medium,True,Medium,Synthetic record,latest,2.0.0
Identity Service,APP006_T04,Guava,2.17.1,Transitive,CVE-2025-1088,7.9,Medium,True,Medium,Synthetic record,latest,2.17.1
Identity Service,APP006_T05,BouncyCastle,3.2.1,Transitive,CVE-2025-1087,4.0,Medium,True,Medium,Synthetic record,latest,3.2.1
Identity Service,APP006_T06,Commons IO,2.0.0,Transitive,CVE-2025-1101,7.5,High,True,High,Known vulnerability in Commons IO,2.1.0,2.0.0
Identity Service,APP006_T06,Commons IO,2.0.0,Transitive,CVE-2025-1108,6.5,Medium,False,Medium,Synthetic record,latest,2.0.0
Identity Service,APP006_T06,Commons IO,2.0.0,Transitive,CVE-2025-1131,9.7,Medium,True,Medium,Synthetic record,latest,2.0.0
Identity Service,APP006_T07,BouncyCastle,2.14.1,Transitive,CVE-2025-1197,5.9,Medium,True,Medium,Synthetic record,latest,2.14.1
Identity Service,APP006_T08,Axios,2.0.0,Transitive,CVE-2025-1051,6.2,Medium,True,Medium,Synthetic record,latest,2.0.0
Identity Service,APP006_T10,Guava,1.0.0,Transitive,CVE-2025-1032,4.5,Medium,False,Medium,Synthetic record,latest,1.0.0
Identity Service,APP006_T10,Guava,1.0.0,Transitive,CVE-2025-1034,4.1,Medium,False,Medium,Synthetic record,latest,1.0.0
Identity Service,APP006_T11,Commons IO,2.14.1,Transitive,CVE-2025-1044,5.7,Medium,False,Medium,Synthetic record,latest,2.14.1
Identity Service,APP006_T12,Lodash,2.0.0,Transitive,CVE-2025-1069,8.4,Medium,True,Medium,Synthetic record,latest,2.0.0
Identity Service,APP006_T13,Guava,2.14.1,Transitive,CVE-2025-1052,6.3,Medium,False,Medium,Synthetic record,latest,2.14.1
Identity Service,APP006_T13,Guava,2.14.1,Transitive,CVE-2025-1175,3.2,Medium,True,Medium,Synthetic record,latest,2.14.1
Identity Service,APP006_T14,OkHttp,3.2.1,Transitive,CVE-2025-1020,4.7,Medium,False,Medium,Synthetic record,latest,3.2.1
Identity Service,APP006_T14,OkHttp,3.2.1,Transitive,CVE-2025-1058,4.8,Medium,False,Medium,Synthetic record,latest,3.2.1
Identity Service,APP006_T16,Jackson,3.0.0,Transitive,CVE-2025-1026,5.4,Medium,False,Medium,Synthetic record,latest,3.0.0
Identity Service,APP006_T16,Jackson,3.0.0,Transitive,CVE-2025-1089,6.5,Medium,False,Medium,Synthetic record,latest,3.0.0
Identity Service,APP006_T18,Jetty,2.17.1,Transitive,CVE-2025-1011,5.7,Medium,True,Medium,Synthetic record,latest,2.17.1
Identity Service,APP006_T18,Jetty,2.17.1,Transitive,CVE-2025-1015,7.3,Medium,False,Medium,Synthetic record,latest,2.17.1
Identity Service,APP006_T19,OpenSSL,1.0.0,Transitive,CVE-2023-9999,9.1,Critical,True,High,Known vulnerability in OpenSSL,3.0.0,1.0.0
Identity Service,APP006_T19,OpenSSL,1.0.0,Transitive,CVE-2025-1070,9.2,Medium,True,Medium,Synthetic record,latest,1.0.0
Identity Service,APP006_T19,OpenSSL,1.0.0,Transitive,CVE-2025-1166,7.7,Medium,False,Medium,Synthetic record,latest,1.0.0
Identity Service,APP006_T21,Gson,3.0.0,Transitive,CVE-2025-1079,9.3,Medium,False,Medium,Synthetic record,latest,3.0.0
Identity Service,APP006_T21,Gson,3.0.0,Transitive,CVE-2025-1134,9.6,Medium,True,Medium,Synthetic record,latest,3.0.0
Identity Service,APP006_T22,Guava,2.0.0,Transitive,CVE-2025-1155,3.0,Medium,True,Medium,Synthetic record,latest,2.0.0
Identity Service,APP006_T23,Guava,2.17.1,Transitive,CVE-2025-1088,7.9,Medium,True,Medium,Synthetic record,latest,2.17.1
Identity Service,APP006_T24,Guava,2.0.0,Transitive,CVE-2025-1155,3.0,Medium,True,Medium,Synthetic record,latest,2.0.0
Identity Service,APP006_T27,Jackson,2.0.0,Transitive,CVE-2025-1192,5.0,Medium,False,Medium,Synthetic record,latest,2.0.0
Identity Service,APP006_T29,Lodash,3.2.1,Transitive,CVE-2025-1190,4.9,Medium,True,Medium,Synthetic record,latest,3.2.1
Identity Service,APP006_T31,Guava,3.0.0,Transitive,CVE-2025-1176,6.1,Medium,False,Medium,Synthetic record,latest,3.0.0
Identity Service,APP006_T32,OpenSSL,1.0.0,Transitive,CVE-2023-9999,9.1,Critical,True,High,Known vulnerability in OpenSSL,3.0.0,1.0.0
Identity Service,APP006_T32,OpenSSL,1.0.0,Transitive,CVE-2025-1070,9.2,Medium,True,Medium,Synthetic record,latest,1.0.0
Identity Service,APP006_T32,OpenSSL,1.0.0,Transitive,CVE-2025-1166,7.7,Medium,False,Medium,Synthetic record,latest,1.0.0
Identity Service,APP006_T33,Commons IO,2.0.0,Transitive,CVE-2025-1101,7.5,High,True,High,Known vulnerability in Commons IO,2.1.0,2.0.0
Identity Service,APP006_T33,Commons IO,2.0.0,Transitive,CVE-2025-1108,6.5,Medium,False,Medium,Synthetic record,latest,2.0.0
Identity Service,APP006_T33,Commons IO,2.0.0,Transitive,CVE-2025-1131,9.7,Medium,True,Medium,Synthetic record,latest,2.0.0
Identity Service,APP006_T34,Lodash,2.14.1,Transitive,CVE-2025-1045,3.4,Medium,True,Medium,Synthetic record,latest,2.14.1
Identity Service,APP006_T36,Jackson,1.5.0,Transitive,CVE-2025-1005,5.7,Medium,True,Medium,Synthetic record,latest,1.5.0
Identity Service,APP006_T36,Jackson,1.5.0,Transitive,CVE-2025-1130,8.7,Medium,True,Medium,Synthetic record,latest,1.5.0
Identity Service,APP006_T36,Jackson,1.5.0,Transitive,CVE-2025-1199,5.5,Medium,True,Medium,Synthetic record,latest,1.5.0
Identity Service,APP006_T37,SLF4J,2.17.1,Transitive,CVE-2025-1186,5.1,Medium,False,Medium,Synthetic record,latest,2.17.1
Identity Service,APP006_T38,Jackson,1.0.0,Transitive,CVE-2025-1178,8.7,Medium,True,Medium,Synthetic record,latest,1.0.0
Identity Service,APP006_T39,Jackson,2.17.1,Transitive,CVE-2025-1119,5.8,Medium,False,Medium,Synthetic record,latest,2.17.1
Analytics Platform,APP007_D03,Express,2.17.1,Direct,CVE-2025-1117,8.8,Medium,True,Medium,Synthetic record,latest,2.17.1
Analytics Platform,APP007_D03,Express,2.17.1,Direct,CVE-2025-1163,4.0,Medium,False,Medium,Synthetic record,latest,2.17.1
Analytics Platform,APP007_D03,Express,2.17.1,Direct,CVE-2025-1172,3.6,Medium,False,Medium,Synthetic record,latest,2.17.1
Analytics Platform,APP007_D04,FastAPI,2.17.1,Direct,CVE-2025-1016,7.8,Medium,True,Medium,Synthetic record,latest,2.17.1
Analytics Platform,APP007_D07,MySQL Connector,2.14.1,Direct,CVE-2025-1046,4.1,Medium,False,Medium,Synthetic record,latest,2.14.1
Analytics Platform,APP007_D08,Redis Client,1.5.0,Direct,CVE-2025-1091,4.9,Medium,True,Medium,Synthetic record,latest,1.5.0
Analytics Platform,APP007_D09,Netty,3.2.1,Direct,CVE-2025-1118,3.8,Medium,True,Medium,Synthetic record,latest,3.2.1
Analytics Platform,APP007_D09,Netty,3.2.1,Direct,CVE-2025-1142,3.6,Medium,False,Medium,Synthetic record,latest,3.2.1
Analytics Platform,APP007_D09,Netty,3.2.1,Direct,CVE-2025-1158,3.5,Medium,False,Medium,Synthetic record,latest,3.2.1
Analytics Platform,APP007_D10,Hibernate,3.0.0,Direct,CVE-2025-1030,5.6,Medium,False,Medium,Synthetic record,latest,3.0.0
Analytics Platform,APP007_D10,Hibernate,3.0.0,Direct,CVE-2025-1144,4.6,Medium,True,Medium,Synthetic record,latest,3.0.0
Analytics Platform,APP007_D10,Hibernate,3.0.0,Direct,CVE-2025-1167,6.5,Medium,False,Medium,Synthetic record,latest,3.0.0
Analytics Platform,APP007_T01,Tomcat,1.0.0,Transitive,CVE-2025-1048,9.5,Medium,True,Medium,Synthetic record,latest,1.0.0
Analytics Platform,APP007_T02,Lodash,1.5.0,Transitive,CVE-2025-1060,7.2,Medium,True,Medium,Synthetic record,latest,1.5.0
Analytics Platform,APP007_T02,Lodash,1.5.0,Transitive,CVE-2025-1076,7.2,Medium,False,Medium,Synthetic record,latest,1.5.0
Analytics Platform,APP007_T02,Lodash,1.5.0,Transitive,CVE-2025-1185,4.7,Medium,False,Medium,Synthetic record,latest,1.5.0
Analytics Platform,APP007_T02,Lodash,1.5.0,Transitive,CVE-2025-1195,3.5,Medium,False,Medium,Synthetic record,latest,1.5.0
Analytics Platform,APP007_T03,Lodash,3.2.1,Transitive,CVE-2025-1190,4.9,Medium,True,Medium,Synthetic record,latest,3.2.1
Analytics Platform,APP007_T04,Gson,3.2.1,Transitive,CVE-2025-1150,6.4,Medium,True,Medium,Synthetic record,latest,3.2.1
Analytics Platform,APP007_T05,Jackson,1.0.0,Transitive,CVE-2025-1178,8.7,Medium,True,Medium,Synthetic record,latest,1.0.0
Analytics Platform,APP007_T06,JUnit5,2.17.1,Transitive,CVE-2025-1156,9.1,Medium,True,Medium,Synthetic record,latest,2.17.1
Analytics Platform,APP007_T07,Guava,2.17.1,Transitive,CVE-2025-1088,7.9,Medium,True,Medium,Synthetic record,latest,2.17.1
Analytics Platform,APP007_T09,BouncyCastle,2.17.1,Transitive,CVE-2025-1025,6.9,Medium,False,Medium,Synthetic record,latest,2.17.1
Analytics Platform,APP007_T09,BouncyCastle,2.17.1,Transitive,CVE-2025-1057,5.0,Medium,True,Medium,Synthetic record,latest,2.17.1
Analytics Platform,APP007_T09,BouncyCastle,2.17.1,Transitive,CVE-2025-1082,5.2,Medium,False,Medium,Synthetic record,latest,2.17.1
Analytics Platform,APP007_T10,Tomcat,1.5.0,Transitive,CVE-2025-1096,8.7,Medium,True,Medium,Synthetic record,latest,1.5.0
Analytics Platform,APP007_T10,Tomcat,1.5.0,Transitive,CVE-2025-1191,4.2,Medium,False,Medium,Synthetic record,latest,1.5.0
Analytics Platform,APP007_T10,Tomcat,1.5.0,Transitive,CVE-2025-1196,6.1,Medium,False,Medium,Synthetic record,latest,1.5.0
Analytics Platform,APP007_T11,BouncyCastle,1.0.0,Transitive,CVE-2025-1090,9.0,Medium,True,Medium,Synthetic record,latest,1.0.0
Analytics Platform,APP007_T11,BouncyCastle,1.0.0,Transitive,CVE-2025-1162,7.2,Medium,True,Medium,Synthetic record,latest,1.0.0
Analytics Platform,APP007_T12,Jackson,2.17.1,Transitive,CVE-2025-1119,5.8,Medium,False,Medium,Synthetic record,latest,2.17.1
Analytics Platform,APP007_T13,Gson,1.5.0,Transitive,CVE-2025-1085,6.6,Medium,True,Medium,Synthetic record,latest,1.5.0
Analytics Platform,APP007_T13,Gson,1.5.0,Transitive,CVE-2025-1095,7.8,Medium,False,Medium,Synthetic record,latest,1.5.0
Analytics Platform,APP007_T14,Commons IO,1.0.0,Transitive,CVE-2025-1140,6.2,Medium,True,Medium,Synthetic record,latest,1.0.0
Analytics Platform,APP007_T14,Commons IO,1.0.0,Transitive,CVE-2025-1161,6.3,Medium,False,Medium,Synthetic record,latest,1.0.0
Analytics Platform,APP007_T16,Axios,2.17.1,Transitive,CVE-2025-1068,8.7,Medium,False,Medium,Synthetic record,latest,2.17.1
Analytics Platform,APP007_T17,SLF4J,1.5.0,Transitive,CVE-2025-1013,6.7,Medium,False,Medium,Synthetic record,latest,1.5.0
Analytics Platform,APP007_T17,SLF4J,1.5.0,Transitive,CVE-2025-1133,3.4,Medium,False,Medium,Synthetic record,latest,1.5.0
Analytics Platform,APP007_T18,SLF4J,2.17.1,Transitive,CVE-2025-1186,5.1,Medium,False,Medium,Synthetic record,latest,2.17.1
Analytics Platform,APP007_T20,Lodash,2.14.1,Transitive,CVE-2025-1045,3.4,Medium,True,Medium,Synthetic record,latest,2.14.1
Analytics Platform,APP007_T21,Axios,1.5.0,Transitive,CVE-2025-1017,6.4,Medium,False,Medium,Synthetic record,latest,1.5.0
Analytics Platform,APP007_T21,Axios,1.5.0,Transitive,CVE-2025-1120,3.3,Medium,True,Medium,Synthetic record,latest,1.5.0
Analytics Platform,APP007_T23,Lodash,1.0.0,Transitive,CVE-2025-1154,7.3,Medium,True,Medium,Synthetic record,latest,1.0.0
Analytics Platform,APP007_T25,OpenSSL,2.17.1,Transitive,CVE-2025-1151,8.4,Medium,True,Medium,Synthetic record,latest,2.17.1
Analytics Platform,APP007_T25,OpenSSL,2.17.1,Transitive,CVE-2025-1157,3.4,Medium,False,Medium,Synthetic record,latest,2.17.1
Analytics Platform,APP007_T26,Gson,3.2.1,Transitive,CVE-2025-1150,6.4,Medium,True,Medium,Synthetic record,latest,3.2.1
Analytics Platform,APP007_T27,OpenSSL,2.14.1,Transitive,CVE-2025-1037,9.5,Medium,True,Medium,Synthetic record,latest,2.14.1
Analytics Platform,APP007_T27,OpenSSL,2.14.1,Transitive,CVE-2025-1128,6.7,Medium,False,Medium,Synthetic record,latest,2.14.1
Analytics Platform,APP007_T28,OpenSSL,3.0.0,Transitive,CVE-2025-1145,8.3,Medium,False,Medium,Synthetic record,latest,3.0.0
