application,library,version,expected,predicted,reason
NotificationService,chai,2.7.6,0,1,Highest matched CVSS is 2.2; vulnerability severity score is 22.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
NotificationService,django,3.15.10,0,1,Highest matched CVSS is 5.2; vulnerability severity score is 52.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
NotificationService,react,2.9.7,0,1,Highest matched CVSS is 3.7; vulnerability severity score is 37.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Transitive; dependency depth score is 50.
NotificationService,prettier,1.1.6,0,1,No matched vulnerabilities; vulnerability severity score is 0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
NotificationService,nodemon,4.1.5,0,1,Highest matched CVSS is 3.8; vulnerability severity score is 38.0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
NotificationService,eslint,4.11.6,1,0,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
VendorGateway,setuptools,1.9.10,0,1,Highest matched CVSS is 6.3; vulnerability severity score is 63.0. License status is Compatible; license score is 0. BSD-2-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
VendorGateway,sqlx,5.13.1,1,0,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
VendorGateway,gomock,5.4.10,1,0,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
VendorGateway,caffeine,4.0.9,0,1,Highest matched CVSS is 5.5; vulnerability severity score is 55.0. License status is Compatible; license score is 0. LGPL-2.1 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
VendorGateway,werkzeug,5.1.9,1,0,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
VendorGateway,go-redis,5.11.0,1,0,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
VendorGateway,cobra,3.5.6,0,1,Highest matched CVSS is 9.6; vulnerability severity score is 96.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
VendorGateway,zap,2.12.6,0,1,Highest matched CVSS is 9.5; vulnerability severity score is 95.0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
VendorGateway,fasthttp,1.8.3,1,0,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
VendorGateway,bcrypt-go,4.15.0,0,1,Highest matched CVSS is 2.5; vulnerability severity score is 25.0. License status is Compatible; license score is 0. BSD-2-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
VendorGateway,json-iterator,2.9.7,0,1,Highest matched CVSS is 3.4; vulnerability severity score is 34.0. License status is Compatible; license score is 0. BSD-2-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
VendorGateway,go-jwt,1.6.3,0,1,Highest matched CVSS is 6.7; vulnerability severity score is 67.0. License status is Compatible; license score is 0. LGPL-3.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
VendorGateway,mux,5.11.5,0,1,Highest matched CVSS is 6.5; vulnerability severity score is 65.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
VendorGateway,uuid-go,4.2.2,1,0,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
VendorGateway,bouncycastle-bcprov,3.2.0,0,1,Highest matched CVSS is 4.6; vulnerability severity score is 46.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Transitive; dependency depth score is 50.
