application,dependency_id,library,version,vulnerability_score,license_score,maintenance_score,dependency_depth_score,final_risk_score,final_risk_level,explanation
InternalAPI,DEP-0126,jinja2,3.15.10,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-2-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
InternalAPI,DEP-0127,python-dateutil,5.6.9,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
InternalAPI,DEP-0128,flask,5.9.7,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
InternalAPI,DEP-0129,wheel,2.10.3,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
InternalAPI,DEP-0130,certifi,2.0.2,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
InternalAPI,DEP-0131,botocore,4.1.0,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
InternalAPI,DEP-0132,rich,4.9.3,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
InternalAPI,DEP-0133,ansible-core,3.10.7,63.0,0.0,0.0,25.0,30.85,Medium,Highest matched CVSS is 6.3; vulnerability severity score is 63.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
InternalAPI,DEP-0134,pyjwt,5.13.8,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
InternalAPI,DEP-0135,fabric,5.4.5,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
InternalAPI,DEP-0136,colly,3.9.3,0.0,0.0,0.0,50.0,5.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Transitive; dependency depth score is 50.
InternalAPI,DEP-0137,click,4.6.3,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
InternalAPI,DEP-0138,celery,2.8.4,34.0,0.0,40.0,50.0,28.3,Medium,Highest matched CVSS is 3.4; vulnerability severity score is 34.0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
InternalAPI,DEP-0139,uvicorn,2.2.4,0.0,0.0,0.0,50.0,5.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Transitive; dependency depth score is 50.
InternalAPI,DEP-0140,safety,4.3.5,0.0,100.0,70.0,50.0,44.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. GPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Outdated; maintenance score is 70. Dependency is Transitive; dependency depth score is 50.
InternalAPI,DEP-0141,idna,2.1.4,0.0,0.0,100.0,50.0,25.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
InternalAPI,DEP-0142,boto3,2.5.6,0.0,0.0,70.0,50.0,19.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-2-Clause is permitted by the Proprietary application policy. Maintenance status is Outdated; maintenance score is 70. Dependency is Transitive; dependency depth score is 50.
InternalAPI,DEP-0143,django,1.4.6,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
InternalAPI,DEP-0144,werkzeug,1.1.3,0.0,0.0,70.0,50.0,19.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Outdated; maintenance score is 70. Dependency is Transitive; dependency depth score is 50.
InternalAPI,DEP-0145,urllib3,2.7.6,60.0,0.0,70.0,50.0,46.0,Medium,Highest matched CVSS is 6.0; vulnerability severity score is 60.0. License status is Compatible; license score is 0. BSD-2-Clause is permitted by the Proprietary application policy. Maintenance status is Outdated; maintenance score is 70. Dependency is Transitive; dependency depth score is 50.
InternalAPI,DEP-0146,scikit-learn,3.7.4,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
InternalAPI,DEP-0147,gunicorn,3.0.2,0.0,0.0,70.0,50.0,19.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Outdated; maintenance score is 70. Dependency is Transitive; dependency depth score is 50.
InternalAPI,DEP-0148,go-redis,4.11.2,0.0,0.0,0.0,50.0,5.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Transitive; dependency depth score is 50.
InternalAPI,DEP-0149,pytest,1.5.2,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
InternalAPI,DEP-0150,pillow,3.12.7,0.0,75.0,40.0,50.0,31.75,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
HRPortal,DEP-0151,coverage,5.12.10,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0152,morgan,4.11.0,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. MPL-2.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0153,sqlalchemy,5.13.1,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0154,paramiko,5.10.10,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-2-Clause is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0155,gunicorn,3.11.7,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-2-Clause is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0156,numpy,1.9.3,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0157,pytest,2.8.5,0.0,0.0,100.0,25.0,22.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-2-Clause is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0158,python-dateutil,2.15.9,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0159,cors,4.13.1,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0160,django,2.10.8,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0161,mypy,2.4.5,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. LGPL-2.1 is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0162,boto3,4.6.8,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0163,httpx,3.6.5,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0164,scipy,1.3.0,0.0,0.0,70.0,25.0,16.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Outdated; maintenance score is 70. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0165,moment,2.6.3,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0166,fastapi,5.1.4,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0167,twisted,3.11.1,0.0,100.0,40.0,25.0,35.5,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. AGPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0168,pyjwt,5.2.2,0.0,0.0,100.0,25.0,22.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0169,uuid,1.8.6,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. LGPL-3.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0170,formidable,4.4.1,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0171,pyyaml,5.10.7,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0172,idna,2.10.2,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0173,bandit,1.8.9,85.0,0.0,100.0,25.0,60.75,High,Highest matched CVSS is 8.5; vulnerability severity score is 85.0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0174,ansible-core,3.5.6,63.0,0.0,70.0,25.0,44.85,Medium,Highest matched CVSS is 6.3; vulnerability severity score is 63.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Outdated; maintenance score is 70. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0175,urllib3,4.12.0,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0176,aiohttp,2.12.0,82.0,0.0,0.0,25.0,39.4,Medium,Highest matched CVSS is 8.2; vulnerability severity score is 82.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0177,pandas,5.4.7,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0178,cryptography,2.14.1,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0179,pydantic,4.11.1,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0180,caffeine,2.4.2,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0181,markupsafe,2.0.9,0.0,75.0,0.0,25.0,21.25,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0182,typescript,4.13.7,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0183,hibernate-validator,1.4.0,0.0,0.0,100.0,25.0,22.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0184,botocore,1.13.8,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0185,safety,1.2.7,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
HRPortal,DEP-0186,flask,4.7.2,0.0,0.0,70.0,50.0,19.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-2-Clause is permitted by the Proprietary application policy. Maintenance status is Outdated; maintenance score is 70. Dependency is Transitive; dependency depth score is 50.
HRPortal,DEP-0187,pillow,1.0.7,0.0,0.0,0.0,50.0,5.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Transitive; dependency depth score is 50.
HRPortal,DEP-0188,rich,4.0.5,0.0,0.0,100.0,50.0,25.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
HRPortal,DEP-0189,charset-normalizer,3.4.1,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-2-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
HRPortal,DEP-0190,requests,3.6.0,49.0,0.0,0.0,50.0,27.05,Medium,Highest matched CVSS is 4.9; vulnerability severity score is 49.0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Transitive; dependency depth score is 50.
HRPortal,DEP-0191,bcrypt,1.10.2,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
HRPortal,DEP-0192,click,1.8.4,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
HRPortal,DEP-0193,hibernate-core,3.12.5,0.0,0.0,100.0,50.0,25.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
HRPortal,DEP-0194,celery,2.9.6,34.0,0.0,40.0,50.0,28.3,Medium,Highest matched CVSS is 3.4; vulnerability severity score is 34.0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
HRPortal,DEP-0195,psycopg2,3.6.1,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
HRPortal,DEP-0196,six,2.8.4,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
HRPortal,DEP-0197,scikit-learn,4.8.2,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
HRPortal,DEP-0198,setuptools,2.12.1,63.0,0.0,40.0,50.0,41.35,Medium,Highest matched CVSS is 6.3; vulnerability severity score is 63.0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
HRPortal,DEP-0199,uvicorn,4.6.8,0.0,0.0,0.0,50.0,5.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Transitive; dependency depth score is 50.
HRPortal,DEP-0200,matplotlib,1.5.7,0.0,0.0,40.0,50.0,13.0,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
AnalyticsDashboard,DEP-0201,moment,1.14.1,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
AnalyticsDashboard,DEP-0202,formidable,5.8.5,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
AnalyticsDashboard,DEP-0203,cheerio,3.15.7,0.0,0.0,100.0,25.0,22.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Direct; dependency depth score is 25.
AnalyticsDashboard,DEP-0204,bcrypt,1.9.8,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
AnalyticsDashboard,DEP-0205,mocha,4.10.8,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
AnalyticsDashboard,DEP-0206,nanoid,3.12.1,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Dual-MIT/Commercial is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
AnalyticsDashboard,DEP-0207,winston,1.4.10,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
AnalyticsDashboard,DEP-0208,sequelize,3.2.9,94.0,100.0,40.0,25.0,77.8,Critical,Highest matched CVSS is 9.4; vulnerability severity score is 94.0. License status is Incompatible; license score is 100. AGPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
AnalyticsDashboard,DEP-0209,commander,2.13.9,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
AnalyticsDashboard,DEP-0210,dotenv,4.4.4,37.0,0.0,40.0,25.0,27.15,Medium,Highest matched CVSS is 3.7; vulnerability severity score is 37.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
AnalyticsDashboard,DEP-0211,setuptools,5.13.9,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
AnalyticsDashboard,DEP-0212,babel-core,5.15.3,0.0,0.0,70.0,25.0,16.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Outdated; maintenance score is 70. Dependency is Direct; dependency depth score is 25.
AnalyticsDashboard,DEP-0213,node-fetch,2.8.7,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
AnalyticsDashboard,DEP-0214,morgan,5.10.6,0.0,0.0,100.0,25.0,22.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Direct; dependency depth score is 25.
AnalyticsDashboard,DEP-0215,multer,5.0.4,0.0,0.0,0.0,25.0,2.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. LGPL-2.1 is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
AnalyticsDashboard,DEP-0216,mongoose,1.3.9,0.0,0.0,40.0,25.0,10.5,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Direct; dependency depth score is 25.
